"CHEMICAL_ID_NUMBER","STRIPPED_CHEMICAL_ID_NUMBER","Nat_Agg_PV","Nat_Agg_PPV_2014","Nat_Agg_PPV_2013","Nat_Agg_PPV_2012"
"129520-41-8","129520418","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"129678-02-0","129678020","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"129757-67-1","129757671","100,000 - <500,000 lbs","<1,000,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs"
"129813-58-7","129813587","               218,749,367 lbs","   238,593,464 lbs","   266,957,403 lbs","   249,153,715 lbs"
"129813-59-8","129813598","                61,653,387 lbs","    66,062,725 lbs","    68,310,089 lbs","    67,546,962 lbs"
"129828-16-6","129828166","250,000,000 - <500,000,000 lbs","500,000,000 - <750,000,000 lbs","500,000,000 - <750,000,000 lbs","250,000,000 - <500,000,000 lbs"
"129870-78-6","129870786","                   598,670 lbs","       525,645 lbs","       313,421 lbs","       267,909 lbs"
"129893-17-0","129893170","100,000,000 - <1,000,000,000 lbs","   105,370,895 lbs","   111,940,684 lbs","   101,523,715 lbs"
"13003-12-8","13003128","                    81,000 lbs","        50,000 lbs","       120,000 lbs","       130,000 lbs"
"1300-51-2","1300512","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"1300-72-7","1300727","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs"
"1300-73-8","1300738","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"13007-85-7","13007857","                 1,838,932 lbs","     1,733,536 lbs","     1,540,760 lbs","     1,871,326 lbs"
"130-17-6","130176","<1,000,000 lbs","<1,000,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs"
"1302-42-7","1302427","1,000,000,000 - <5,000,000,000 lbs","1,000,000,000 - <5,000,000,000 lbs","1,000,000,000 - <5,000,000,000 lbs","750,000,000 - <1,000,000,000 lbs"
"13026","13026","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"1302-67-6","1302676","1,000,000 - <10,000,000 lbs","1,000,000 - <20,000,000 lbs","10,000,000 - <50,000,000 lbs","1,000,000 - <20,000,000 lbs"
"1302-78-9","1302789","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"1302-81-4","1302814","                   863,000 lbs","     1,930,000 lbs","       755,000 lbs","       241,200 lbs"
"1302-88-1","1302881","500,000 - <1,000,000 lbs","<1,000,000 lbs","500,000 - <1,000,000 lbs","<1,000,000 lbs"
"1302-93-8","1302938","100,000,000 - <250,000,000 lbs","   177,398,381 lbs","   147,151,991 lbs","250,000,000 - <500,000,000 lbs"
"13031-43-1","13031431","                   664,381 lbs","       662,630 lbs","       486,933 lbs","       483,829 lbs"
"130360","130360","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"1303-86-2","1303862","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs"
"1303-96-4","1303964","25,000 - <100,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs","500,000 - <1,000,000 lbs"
"13040-18-1","13040181","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"13040-19-2","13040192","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"1304-28-5","1304285","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"1304-29-6","1304296","                   110,000 lbs","        76,000 lbs","        12,000 lbs","        23,000 lbs"
"130439","130439","                    30,939 lbs","        13,266 lbs","         6,629 lbs","             0 lbs"
"1304-56-9","1304569","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"1304-76-3","1304763","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","<1,000,000 lbs"
"13048-33-4","13048334","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"13048-34-5","13048345","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"1304-85-4","1304854","                 1,136,371 lbs","       588,468 lbs","       345,133 lbs","       203,872 lbs"
"13052-09-0","13052090","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"1305-62-0","1305620","40,000,000,000 - <50,000,000,000 lbs","50,000,000,000 - <60,000,000,000 lbs","60,000,000,000 - <70,000,000,000 lbs","40,000,000,000 - <50,000,000,000 lbs"
"1305-78-8","1305788","50,000,000,000 - <60,000,000,000 lbs","50,000,000,000 - <60,000,000,000 lbs","50,000,000,000 - <60,000,000,000 lbs","50,000,000,000 - <60,000,000,000 lbs"
"1305-79-9","1305799","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"1306-06-5","1306065","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs"
"1306-19-0","1306190","                 1,245,006 lbs","     1,182,878 lbs","     1,314,586 lbs","     1,285,998 lbs"
"1306-23-6","1306236","                         0 lbs","             0 lbs","        60,000 lbs","         2,200 lbs"
"1306-25-8","1306258","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"1306-38-3","1306383","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"130728-76-6","130728766","                   101,344 lbs","        33,440 lbs","        35,200 lbs","        44,000 lbs"
"130768","130768","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"130786-09-3","130786093","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"1307-96-6","1307966","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","500,000 - <1,000,000 lbs","1,000,000 - <10,000,000 lbs"
"1308-04-9","1308049","500,000 - <1,000,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs","<1,000,000 lbs"
"1308-06-1","1308061","500,000 - <1,000,000 lbs","500,000 - <1,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"1308-14-1","1308141","<1,000,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs"
"13081-97-5","13081975","<1,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"1308-38-9","1308389","50,000,000 - <100,000,000 lbs","50,000,000 - <100,000,000 lbs","50,000,000 - <100,000,000 lbs","50,000,000 - <100,000,000 lbs"
"13083-94-8","13083948","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"1308-87-8","1308878","                       772 lbs","           132 lbs","             0 lbs","            55 lbs"
"1308-96-9","1308969","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"13092-66-5","13092665","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"1309-33-7","1309337","1,000,000 - <20,000,000 lbs","1,000,000 - <10,000,000 lbs","500,000 - <1,000,000 lbs","500,000 - <1,000,000 lbs"
"1309-36-0","1309360","                    92,593 lbs","         8,818 lbs","             0 lbs","             0 lbs"
"1309-37-1","1309371","40,000,000,000 - <50,000,000,000 lbs","60,000,000,000 - <70,000,000,000 lbs","50,000,000,000 - <60,000,000,000 lbs","60,000,000,000 - <70,000,000,000 lbs"
"1309-38-2","1309382","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","10,000,000 - <50,000,000 lbs"
"1309-42-8","1309428","1,000,000,000 - <5,000,000,000 lbs","1,000,000,000 - <5,000,000,000 lbs","1,000,000,000 - <5,000,000,000 lbs","1,000,000,000 - <5,000,000,000 lbs"
"1309-48-4","1309484","750,000,000 - <1,000,000,000 lbs","750,000,000 - <1,000,000,000 lbs","750,000,000 - <1,000,000,000 lbs","750,000,000 - <1,000,000,000 lbs"
"1309-60-0","1309600","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"1309-64-4","1309644","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"13103-52-1","13103521","                    87,246 lbs","       172,019 lbs","        67,233 lbs","       133,303 lbs"
"1310-43-6","1310436","                    63,988 lbs","        63,988 lbs","        53,482 lbs","        60,168 lbs"
"1310-53-8","1310538","                    39,770 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"1310-58-3","1310583","1,000,000,000 - <5,000,000,000 lbs","1,000,000,000 - <5,000,000,000 lbs","1,000,000,000 - <5,000,000,000 lbs","1,000,000,000 - <5,000,000,000 lbs"
"1310-65-2","1310652","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs"
"13106-76-8","13106768","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"1310-73-2","1310732","20,000,000,000 - <30,000,000,000 lbs","20,000,000,000 - <30,000,000,000 lbs","20,000,000,000 - <30,000,000,000 lbs","20,000,000,000 - <30,000,000,000 lbs"
"131-08-8","131088","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","             0 lbs"
"131-11-3","131113","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"1311195-87-5","1311195875","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"131-17-9","131179","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"13122-18-4","13122184","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs"
"1312-43-2","1312432","                   340,109 lbs","       309,751 lbs","       240,834 lbs","       222,596 lbs"
"131-27-1","131271","                   161,132 lbs","       100,528 lbs","        43,914 lbs","        66,235 lbs"
"1312-76-1","1312761","1,000,000 - <20,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"13127-82-7","13127827","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"1312-81-8","1312818","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs"
"131298-44-7","131298447","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <10,000,000 lbs"
"1313-13-9","1313139","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs"
"1313-27-5","1313275","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs"
"131329","131329","                   122,100 lbs","       185,276 lbs","        10,534 lbs","       106,532 lbs"
"1313-59-3","1313593","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs"
"1313-82-2","1313822","50,000,000 - <100,000,000 lbs","50,000,000 - <100,000,000 lbs","50,000,000 - <100,000,000 lbs","50,000,000 - <100,000,000 lbs"
"13138-45-9","13138459","1,000,000 - <10,000,000 lbs","10,000,000 - <50,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"1313-96-8","1313968","1,000,000 - <10,000,000 lbs","500,000 - <1,000,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs"
"1313-97-9","1313979","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs"
"1313-99-1","1313991","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs"
"1314-06-3","1314063","1,000,000 - <20,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"13140-83-5","13140835","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"1314-11-0","1314110","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"1314-13-2","1314132","500,000,000 - <750,000,000 lbs","500,000,000 - <750,000,000 lbs","500,000,000 - <750,000,000 lbs","500,000,000 - <750,000,000 lbs"
"1314-23-4","1314234","50,000,000 - <100,000,000 lbs","50,000,000 - <100,000,000 lbs","50,000,000 - <100,000,000 lbs","50,000,000 - <100,000,000 lbs"
"1314-34-7","1314347","                 3,073,456 lbs","     2,151,496 lbs","     1,588,110 lbs","     1,050,187 lbs"
"1314-35-8","1314358","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs"
"1314-36-9","1314369","500,000 - <1,000,000 lbs","500,000 - <1,000,000 lbs","500,000 - <1,000,000 lbs","500,000 - <1,000,000 lbs"
"1314-37-0","1314370","                       110 lbs","             0 lbs","             0 lbs","             0 lbs"
"1314-41-6","1314416","10,000,000 - <50,000,000 lbs","    52,842,372 lbs","    49,438,021 lbs","    45,372,651 lbs"
"1314-56-3","1314563","250,000,000 - <500,000,000 lbs","500,000,000 - <750,000,000 lbs","750,000,000 - <1,000,000,000 lbs","500,000,000 - <750,000,000 lbs"
"1314-60-9","1314609","1,000,000 - <10,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"1314-61-0","1314610","<1,000,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs"
"1314-62-1","1314621","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs"
"1314-80-3","1314803","50,000,000 - <100,000,000 lbs","50,000,000 - <100,000,000 lbs","100,000,000 - <250,000,000 lbs","50,000,000 - <100,000,000 lbs"
"1314-87-0","1314870","                         0 lbs","             0 lbs","        35,000 lbs","     5,700,000 lbs"
"1314-95-0","1314950","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"1314-98-3","1314983","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"1315-03-3","1315033","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"1315-09-9","1315099","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"131-53-3","131533","                    51,906 lbs","        30,800 lbs","        29,480 lbs","        29,040 lbs"
"131-54-4","131544","                    29,150 lbs","       107,360 lbs","        64,350 lbs","        50,765 lbs"
"131-55-5","131555","                    51,700 lbs","        47,965 lbs","        52,800 lbs","        50,765 lbs"
"1315588-63-6","1315588636","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"131-57-7","131577","                   333,503 lbs","       237,768 lbs","       223,876 lbs","       400,322 lbs"
"13162-05-5","13162055","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"13170-23-5","13170235","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"1317-33-5","1317335","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"1317-35-7","1317357","500,000 - <1,000,000 lbs","1,000,000 - <10,000,000 lbs","500,000 - <1,000,000 lbs","500,000 - <1,000,000 lbs"
"1317-36-8","1317368","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs"
"1317-38-0","1317380","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs"
"1317-39-1","1317391","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"1317-40-4","1317404","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <10,000,000 lbs"
"1317-42-6","1317426","500,000 - <1,000,000 lbs","500,000 - <1,000,000 lbs","500,000 - <1,000,000 lbs","500,000 - <1,000,000 lbs"
"1317-60-8","1317608","1,000,000,000 - <5,000,000,000 lbs","1,000,000,000 - <5,000,000,000 lbs","250,000,000 - <500,000,000 lbs","1,000,000 - <20,000,000 lbs"
"1317-61-9","1317619","50,000,000 - <100,000,000 lbs","50,000,000 - <100,000,000 lbs","50,000,000 - <100,000,000 lbs","50,000,000 - <100,000,000 lbs"
"1317-65-3","1317653","100,000,000 - <250,000,000 lbs","250,000,000 - <500,000,000 lbs","250,000,000 - <500,000,000 lbs","250,000,000 - <500,000,000 lbs"
"1317-70-0","1317700","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"131772","131772","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"13177-49-6","13177496","                    82,534 lbs","        95,705 lbs","       128,273 lbs","             0 lbs"
"1317-80-2","1317802","500,000,000 - <750,000,000 lbs","500,000,000 - <750,000,000 lbs","500,000,000 - <750,000,000 lbs","500,000,000 - <750,000,000 lbs"
"1317-82-4","1317824","                11,000,000 lbs","     8,700,000 lbs","     7,600,000 lbs","     7,300,000 lbs"
"1318-02-1","1318021","10,000,000 - <50,000,000 lbs","50,000,000 - <100,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs"
"1318-16-7","1318167","100,000,000 - <1,000,000,000 lbs","100,000,000 - <1,000,000,000 lbs","100,000,000 - <1,000,000,000 lbs","100,000,000 - <1,000,000,000 lbs"
"1318-23-6","1318236","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs"
"1318-74-7","1318747","                31,416,091 lbs","    61,052,778 lbs","    64,039,430 lbs","    69,015,016 lbs"
"13188-60-8","13188608","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"13189-00-9","13189009","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"1319-46-6","1319466","<1,000,000 lbs","       595,643 lbs","       495,000 lbs","       610,070 lbs"
"1319-77-3","1319773","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"13197-76-7","13197767","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"132151","132151","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"132-16-1","132161","                    10,239 lbs","        11,688 lbs","       110,896 lbs","       124,105 lbs"
"1321-74-0","1321740","20,000,000 - <100,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"132182-92-4","132182924","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"1321-94-4","1321944","                 1,000,000 lbs","     1,300,000 lbs","       680,000 lbs","       860,000 lbs"
"132208-25-4","132208254","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"13223-43-3","13223433","                    29,200 lbs","             0 lbs","        59,397 lbs","             0 lbs"
"1322-93-6","1322936","100,000 - <500,000 lbs","<1,000,000 lbs","<1,000,000 lbs","100,000 - <500,000 lbs"
"132-32-1","132321","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"1323-38-2","1323382","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"1324-11-4","1324114","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"132-43-4","132434","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"1324-76-1","1324761","1,000,000 - <20,000,000 lbs","     2,439,798 lbs","     2,552,515 lbs","1,000,000 - <20,000,000 lbs"
"13252-13-6","13252136","                   535,619 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"1325-35-5","1325355","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"1325-37-7","1325377","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"13254-34-7","13254347","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
